Latitud,Longitud,Valor_Sentinel,Temp_ERA5_(K),Factor_Error_(%)
1499640.0,321560.0,0.1425,299.6,48.84
1499640.0,322680.0,0.1695,299.67,50.72
1499640.0,323800.0,0.1279,299.74,52.26
1499640.0,324920.0,0.1414,299.78,53.35
1499640.0,326040.0,0.1288,299.81,53.9
1499640.0,327160.0,0.1575,299.8,53.81
1499640.0,328280.0,0.1777,299.76,52.84
1499640.0,329400.0,0.098,299.69,51.1
1499640.0,330520.0,0.125,299.59,48.79
1499640.0,331640.0,0.1766,299.48,46.1
1499640.0,332760.0,0.0718,299.36,43.23
1499640.0,333880.0,0.0888,299.24,40.37
1499640.0,335000.0,0.2908,299.13,37.73
1499640.0,336120.0,0.2392,299.04,35.48
1499640.0,337240.0,0.0771,298.97,33.84
1499640.0,338360.0,0.0602,298.93,32.85
1499640.0,339480.0,0.1779,298.9,32.13
1499640.0,340600.0,0.1763,298.88,31.64
1499640.0,341720.0,0.1196,298.86,31.38
1499640.0,342840.0,0.0918,298.86,31.36
1499640.0,343960.0,0.2753,298.87,31.58
1499640.0,345080.0,0.3955,298.89,32.04
1499640.0,346200.0,0.0755,298.92,32.76
1499640.0,347320.0,0.3235,298.96,33.72
1499640.0,348440.0,0.2214,299.01,34.95
1499640.0,349560.0,0.3521,299.08,36.48
1499640.0,350680.0,0.1827,299.16,38.33
1499640.0,351800.0,0.0584,299.25,40.48
1499640.0,352920.0,0.2867,299.35,42.88
1499640.0,354040.0,0.1513,299.46,45.5
1499640.0,355160.0,0.1472,299.57,48.31
1499640.0,356280.0,0.1647,299.7,51.28
1499640.0,357400.0,0.1812,299.83,54.37
1499640.0,358520.0,0.3076,299.96,57.55
1499640.0,359640.0,0.1987,300.1,60.82
1499640.0,360760.0,0.2268,300.26,64.62
1499640.0,361880.0,0.093,300.44,68.92
1499640.0,363000.0,0.1491,300.63,73.54
1499640.0,364120.0,0.152,300.83,78.28
1499640.0,365240.0,0.2679,301.03,82.96
1499640.0,366360.0,0.1533,301.21,87.37
1499640.0,367480.0,0.1973,301.38,91.32
1499640.0,368600.0,0.1038,301.51,94.62
1499640.0,369720.0,0.2032,301.62,97.07
1499640.0,370840.0,0.0933,301.68,98.54
1499640.0,371960.0,0.1714,301.7,99.16
1499640.0,373080.0,0.0964,301.7,99.08
1499640.0,374200.0,0.0445,301.67,98.42
1499640.0,375320.0,0.1867,301.63,97.34
1499640.0,376440.0,0.195,301.57,95.95
1498520.0,304760.0,0.1216,298.31,18.22
1498520.0,305880.0,0.202,298.37,19.56
1498520.0,307000.0,0.1179,298.44,21.21
1498520.0,308120.0,0.1007,298.52,23.12
1498520.0,309240.0,0.2054,298.61,25.22
1498520.0,310360.0,0.18,298.7,27.45
1498520.0,311480.0,0.0993,298.8,29.73
1498520.0,312600.0,0.1551,298.89,32.01
1498520.0,313720.0,0.2837,298.98,34.21
1498520.0,314840.0,0.5574,299.07,36.27
1498520.0,315960.0,0.0907,299.15,38.12
1498520.0,317080.0,0.6179,299.22,39.94
1498520.0,318200.0,0.187,299.31,41.92
1498520.0,319320.0,0.2086,299.39,43.95
1498520.0,320440.0,0.0527,299.47,45.95
1498520.0,321560.0,0.0091,299.55,47.81
1498520.0,322680.0,0.231,299.62,49.43
1498520.0,323800.0,0.0604,299.68,50.73
1498520.0,324920.0,0.167,299.71,51.6
1498520.0,326040.0,0.1665,299.73,51.94
1498520.0,327160.0,0.0808,299.71,51.65
1498520.0,328280.0,0.2896,299.67,50.5
1498520.0,329400.0,0.125,299.59,48.59
1498520.0,330520.0,0.1309,299.48,46.13
1498520.0,331640.0,0.2598,299.36,43.31
1498520.0,332760.0,0.0931,299.24,40.31
1498520.0,333880.0,0.1646,299.11,37.35
1498520.0,335000.0,0.0992,299.0,34.61
1498520.0,336120.0,0.0914,298.9,32.29
1498520.0,337240.0,0.1866,298.83,30.59
1498520.0,338360.0,0.1167,298.79,29.56
1498520.0,339480.0,0.2458,298.76,28.81
1498520.0,340600.0,0.132,298.74,28.32
1498520.0,341720.0,0.0822,298.73,28.08
1498520.0,342840.0,0.2113,298.73,28.08
1498520.0,343960.0,0.0707,298.74,28.34
1498520.0,345080.0,0.3311,298.76,28.85
1498520.0,346200.0,0.1553,298.79,29.61
1498520.0,347320.0,0.1264,298.83,30.62
1498520.0,348440.0,0.0778,298.89,31.9
1498520.0,349560.0,0.1496,298.95,33.47
1498520.0,350680.0,0.1775,299.03,35.37
1498520.0,351800.0,0.1005,299.12,37.56
1498520.0,352920.0,0.1795,299.23,40.02
1498520.0,354040.0,0.2595,299.34,42.7
1498520.0,355160.0,0.2924,299.46,45.58
1498520.0,356280.0,0.3691,299.59,48.61
1498520.0,357400.0,0.1573,299.72,51.77
1498520.0,358520.0,0.2305,299.86,55.03
1498520.0,359640.0,0.1472,300.0,58.37
1498520.0,360760.0,0.0932,300.16,62.21
