Latitud,Longitud,Valor_Sentinel,Temp_2m_ERA5_(C),Temp_10m_ERA5_(C),Vapor_Agua_(mm),Humedad_Relativa_(%),Factor_Error_(%)
1499320.0,317320.0,0.1469,26.42,25.76,37.32,65.87,77.25
1499320.0,321480.0,0.1604,26.64,26.15,37.56,64.93,80.24
1499320.0,325640.0,0.1057,26.86,26.57,37.81,63.98,83.39
1499320.0,329800.0,0.2022,27.07,26.97,38.03,63.09,86.32
1499320.0,333960.0,0.1143,27.23,27.3,38.2,62.38,88.61
1499320.0,338120.0,0.1297,27.32,27.52,38.28,61.93,89.87
1499320.0,342280.0,0.1152,27.33,27.61,38.24,61.75,89.97
1499320.0,346440.0,0.1835,27.27,27.62,38.13,61.78,89.2
1499320.0,350600.0,0.2091,27.18,27.58,37.97,61.95,87.89
1499320.0,354760.0,0.165,27.07,27.5,37.78,62.19,86.36
1499320.0,358920.0,0.0978,26.97,27.42,37.6,62.41,84.92
1499320.0,363080.0,0.227,26.9,27.37,37.46,62.55,83.91
1499320.0,367240.0,0.0901,26.87,27.35,37.35,62.56,83.48
1499320.0,371400.0,0.0928,26.85,27.33,37.23,62.53,83.2
1499320.0,375560.0,0.2268,26.84,27.32,37.11,62.45,83.07
1499320.0,379720.0,0.1915,26.84,27.31,37.01,62.36,83.15
1499320.0,383880.0,0.0463,26.87,27.31,36.95,62.23,83.48
1499320.0,388040.0,0.1056,26.91,27.33,36.95,62.1,84.12
1499320.0,392200.0,0.1363,26.99,27.37,37.04,61.95,85.14
1499320.0,396360.0,0.0801,27.11,27.47,37.24,61.74,86.87
1499320.0,400520.0,0.1212,27.28,27.62,37.57,61.45,89.26
1499320.0,404680.0,0.1119,27.47,27.78,37.94,61.14,91.99
1495160.0,155080.0,0.0022,27.68,28.15,42.1,72.18,94.93
1495160.0,159240.0,0.0028,27.68,28.16,42.14,72.25,94.83
1495160.0,163400.0,0.0074,27.66,28.17,42.17,72.33,94.67
1495160.0,167560.0,0.0077,27.65,28.16,42.18,72.39,94.44
1495160.0,171720.0,0.0064,27.62,28.13,42.15,72.41,94.1
1495160.0,175880.0,0.0056,27.59,28.07,42.06,72.34,93.62
1495160.0,180040.0,0.0027,27.55,27.99,41.92,72.19,93.07
1495160.0,184200.0,0.0048,27.51,27.88,41.74,72.0,92.45
1495160.0,188360.0,0.0042,27.45,27.75,41.53,71.77,91.73
1495160.0,192520.0,0.0029,27.39,27.61,41.28,71.52,90.88
1495160.0,196680.0,0.004,27.32,27.46,41.01,71.24,89.87
1495160.0,200840.0,0.0042,27.24,27.3,40.73,70.96,88.67
1495160.0,205000.0,0.0027,27.13,27.12,40.41,70.65,87.19
1495160.0,209160.0,0.0042,27.0,26.92,40.02,70.24,85.34
1495160.0,213320.0,0.0021,26.85,26.7,39.59,69.8,83.26
1495160.0,217480.0,0.0029,26.7,26.48,39.16,69.36,81.08
1495160.0,221640.0,0.1288,26.55,26.27,38.75,68.99,78.98
1495160.0,225800.0,0.3447,26.41,26.09,38.39,68.73,77.1
1495160.0,229960.0,0.1781,26.3,25.95,38.12,68.66,75.58
1495160.0,234120.0,0.0677,26.21,25.84,37.94,68.81,74.32
1495160.0,238280.0,0.0931,26.14,25.75,37.81,69.13,73.23
1495160.0,242440.0,0.4106,26.07,25.68,37.73,69.56,72.31
1495160.0,246600.0,0.558,26.02,25.64,37.68,70.02,71.58
1495160.0,250760.0,0.4321,25.98,25.6,37.65,70.43,71.04
1495160.0,254920.0,0.2224,25.96,25.58,37.63,70.71,70.72
1495160.0,259080.0,0.0858,25.95,25.58,37.63,70.82,70.67
1495160.0,263240.0,0.107,25.98,25.6,37.66,70.83,70.98
1495160.0,267400.0,0.1473,26.02,25.65,37.72,70.77,71.54
1495160.0,271560.0,0.1316,26.07,25.71,37.79,70.65,72.25
1495160.0,275720.0,0.262,26.12,25.76,37.86,70.49,72.97
1495160.0,279880.0,0.2409,26.16,25.78,37.91,70.31,73.58
1495160.0,284040.0,0.2335,26.19,25.78,37.91,70.12,73.96
1495160.0,288200.0,0.1173,26.19,25.7,37.87,69.94,73.98
1495160.0,292360.0,0.244,26.17,25.58,37.79,69.76,73.75
1495160.0,296520.0,0.107,26.15,25.44,37.69,69.55,73.44
1495160.0,300680.0,0.1072,26.14,25.32,37.59,69.28,73.24
1495160.0,304840.0,0.1036,26.15,25.25,37.53,68.95,73.36
1495160.0,309000.0,0.1479,26.19,25.26,37.52,68.51,73.96
1495160.0,313160.0,0.1774,26.28,25.4,37.59,67.94,75.28
1495160.0,317320.0,0.1437,26.44,25.67,37.75,67.18,77.45
1495160.0,321480.0,0.1205,26.63,26.02,37.96,66.3,80.15
1495160.0,325640.0,0.0771,26.84,26.4,38.18,65.4,83.03
1495160.0,329800.0,0.1022,27.03,26.78,38.39,64.56,85.74
1495160.0,333960.0,0.3813,27.18,27.11,38.55,63.84,87.94
1495160.0,338120.0,0.0818,27.28,27.34,38.61,63.32,89.26
1495160.0,342280.0,0.1968,27.31,27.47,38.58,63.0,89.65
1495160.0,346440.0,0.1848,27.29,27.55,38.48,62.82,89.35
1495160.0,350600.0,0.1137,27.23,27.59,38.33,62.73,88.61
1495160.0,354760.0,0.1146,27.17,27.6,38.16,62.71,87.69
1495160.0,358920.0,0.1424,27.11,27.6,38.0,62.69,86.83
1495160.0,363080.0,0.1306,27.07,27.61,37.87,62.65,86.3
1495160.0,367240.0,0.1134,27.06,27.63,37.78,62.54,86.2
1495160.0,371400.0,0.2153,27.06,27.63,37.68,62.42,86.19
1495160.0,375560.0,0.088,27.07,27.63,37.58,62.3,86.28
1495160.0,379720.0,0.1402,27.08,27.63,37.5,62.18,86.52
1495160.0,383880.0,0.1677,27.12,27.63,37.46,62.06,86.96
1495160.0,388040.0,0.1654,27.16,27.64,37.47,61.96,87.65
1495160.0,392200.0,0.2238,27.23,27.67,37.57,61.87,88.64
1495160.0,396360.0,0.2041,27.35,27.76,37.78,61.76,90.19
1495160.0,400520.0,0.1153,27.49,27.88,38.1,61.64,92.26
1495160.0,404680.0,0.1139,27.66,28.01,38.47,61.52,94.58
1491000.0,150920.0,0.0023,27.7,28.17,42.21,72.31,95.2
1491000.0,155080.0,0.0035,27.71,28.18,42.26,72.31,95.25
1491000.0,159240.0,0.0027,27.71,28.2,42.33,72.36,95.31
1491000.0,163400.0,0.0057,27.71,28.21,42.39,72.43,95.34
1491000.0,167560.0,0.0049,27.71,28.21,42.43,72.48,95.32
1491000.0,171720.0,0.0051,27.7,28.19,42.43,72.48,95.2
1491000.0,175880.0,0.0036,27.68,28.15,42.38,72.41,94.95
1491000.0,180040.0,0.0057,27.66,28.09,42.28,72.25,94.66
1491000.0,184200.0,0.0039,27.64,28.02,42.14,72.05,94.34
1491000.0,188360.0,0.0025,27.61,27.92,41.97,71.81,93.93
1491000.0,192520.0,0.0043,27.57,27.82,41.77,71.55,93.38
1491000.0,196680.0,0.0041,27.52,27.7,41.55,71.28,92.65
1491000.0,200840.0,0.0021,27.45,27.56,41.29,71.01,91.68
1491000.0,205000.0,0.0029,27.36,27.41,41.01,70.72,90.38
1491000.0,209160.0,0.004,27.24,27.22,40.65,70.36,88.69
1491000.0,213320.0,0.0038,27.1,27.02,40.25,69.96,86.73
1491000.0,217480.0,0.0038,26.95,26.8,39.84,69.57,84.66
1491000.0,221640.0,0.0037,26.8,26.6,39.45,69.26,82.61
1491000.0,225800.0,0.0074,26.67,26.42,39.11,69.06,80.74
1491000.0,229960.0,0.0061,26.56,26.27,38.84,69.04,79.18
1491000.0,234120.0,0.0027,26.46,26.15,38.65,69.25,77.8
1491000.0,238280.0,0.0058,26.37,26.05,38.5,69.64,76.5
1491000.0,242440.0,0.0064,26.29,25.96,38.39,70.13,75.33
1491000.0,246600.0,0.0026,26.22,25.89,38.31,70.65,74.33
1491000.0,250760.0,0.0044,26.16,25.84,38.25,71.12,73.56
1491000.0,254920.0,0.1491,26.12,25.8,38.22,71.45,73.05
1491000.0,259080.0,0.1336,26.11,25.79,38.2,71.61,72.88
1491000.0,263240.0,0.182,26.13,25.81,38.22,71.66,73.13
1491000.0,267400.0,0.6145,26.17,25.85,38.28,71.63,73.68
1491000.0,271560.0,0.1144,26.22,25.9,38.35,71.53,74.38
1491000.0,275720.0,0.15,26.27,25.95,38.42,71.4,75.1
1491000.0,279880.0,0.0715,26.31,25.97,38.46,71.23,75.69
1491000.0,284040.0,0.0776,26.34,25.96,38.47,71.06,76.04
1491000.0,288200.0,0.1273,26.33,25.87,38.42,70.88,76.01
1491000.0,292360.0,0.1846,26.31,25.74,38.34,70.7,75.73
1491000.0,296520.0,0.1304,26.29,25.59,38.23,70.48,75.37
1491000.0,300680.0,0.1956,26.27,25.45,38.14,70.21,75.11
1491000.0,304840.0,0.0859,26.27,25.36,38.07,69.88,75.13
1491000.0,309000.0,0.0849,26.31,25.36,38.05,69.46,75.6
1491000.0,313160.0,0.0335,26.39,25.47,38.1,68.91,76.75
1491000.0,317320.0,0.1946,26.52,25.7,38.23,68.22,78.64
1491000.0,321480.0,0.1501,26.69,26.01,38.41,67.42,81.0
1491000.0,325640.0,0.1737,26.87,26.35,38.61,66.59,83.55
1491000.0,329800.0,0.0573,27.04,26.7,38.79,65.8,85.97
1491000.0,333960.0,0.2645,27.19,27.0,38.92,65.1,87.98
1491000.0,338120.0,0.1042,27.28,27.23,38.97,64.54,89.27
1491000.0,342280.0,0.1734,27.32,27.39,38.94,64.12,89.79
1491000.0,346440.0,0.0679,27.32,27.52,38.83,63.79,89.78
1491000.0,350600.0,0.1116,27.29,27.61,38.69,63.53,89.42
1491000.0,354760.0,0.1377,27.25,27.68,38.53,63.31,88.91
1491000.0,358920.0,0.3028,27.22,27.74,38.38,63.12,88.45
1491000.0,363080.0,0.1393,27.21,27.79,38.26,62.94,88.24
1491000.0,367240.0,0.21,27.22,27.84,38.18,62.75,88.37
1491000.0,371400.0,0.5531,27.23,27.86,38.09,62.56,88.58
1491000.0,375560.0,0.1143,27.25,27.87,38.01,62.39,88.85
1491000.0,379720.0,0.0483,27.28,27.87,37.94,62.25,89.24
1491000.0,383880.0,0.1692,27.32,27.87,37.92,62.13,89.78
1491000.0,388040.0,0.0521,27.37,27.88,37.94,62.04,90.52
1491000.0,392200.0,0.1073,27.44,27.91,38.04,61.99,91.48
1491000.0,396360.0,0.0568,27.53,27.97,38.25,61.98,92.86
1491000.0,400520.0,0.1901,27.66,28.06,38.56,62.0,94.62
1491000.0,404680.0,0.099,27.8,28.17,38.93,62.04,96.58
1486840.0,150920.0,0.004,27.71,28.17,42.32,72.42,95.3
1486840.0,155080.0,0.0058,27.72,28.19,42.38,72.38,95.45
1486840.0,159240.0,0.0017,27.73,28.21,42.46,72.37,95.65
1486840.0,163400.0,0.0053,27.75,28.22,42.54,72.39,95.85
1486840.0,167560.0,0.0041,27.76,28.23,42.6,72.39,96.0
1486840.0,171720.0,0.0053,27.76,28.23,42.63,72.35,96.06
1486840.0,175880.0,0.0032,27.76,28.2,42.61,72.26,96.0
1486840.0,180040.0,0.0025,27.75,28.16,42.54,72.12,95.91
1486840.0,184200.0,0.0044,27.74,28.11,42.45,71.94,95.8
1486840.0,188360.0,0.0056,27.73,28.05,42.33,71.74,95.62
1486840.0,192520.0,0.0025,27.71,27.97,42.18,71.52,95.3
1486840.0,196680.0,0.0037,27.67,27.88,42.0,71.29,94.8
1486840.0,200840.0,0.0015,27.62,27.78,41.79,71.07,94.05
1486840.0,205000.0,0.0022,27.54,27.65,41.54,70.82,92.97
1486840.0,209160.0,0.0059,27.44,27.49,41.23,70.51,91.51
1486840.0,213320.0,0.0049,27.32,27.3,40.88,70.17,89.79
1486840.0,217480.0,0.0021,27.18,27.11,40.51,69.84,87.94
1486840.0,221640.0,0.003,27.05,26.93,40.16,69.58,86.09
1486840.0,225800.0,0.0033,26.93,26.76,39.84,69.44,84.36
1486840.0,229960.0,0.0023,26.82,26.62,39.6,69.45,82.89
1486840.0,234120.0,0.0026,26.73,26.5,39.4,69.69,81.5
1486840.0,238280.0,0.002,26.63,26.4,39.24,70.1,80.13
1486840.0,242440.0,0.0063,26.54,26.3,39.12,70.61,78.85
1486840.0,246600.0,0.0032,26.46,26.22,39.02,71.15,77.73
1486840.0,250760.0,0.0012,26.39,26.16,38.95,71.63,76.82
1486840.0,254920.0,0.0058,26.35,26.12,38.89,71.99,76.21
1486840.0,259080.0,0.0071,26.33,26.09,38.86,72.18,75.98
1486840.0,263240.0,0.1101,26.35,26.11,38.89,72.27,76.19
1486840.0,267400.0,0.1805,26.38,26.14,38.94,72.29,76.7
1486840.0,271560.0,0.1268,26.43,26.19,39.01,72.25,77.37
1486840.0,275720.0,0.147,26.48,26.23,39.07,72.15,78.06
1486840.0,279880.0,0.1537,26.52,26.24,39.11,72.03,78.63
1486840.0,284040.0,0.0931,26.54,26.22,39.12,71.87,78.94
1486840.0,288200.0,0.1849,26.54,26.13,39.07,71.7,78.9
1486840.0,292360.0,0.1433,26.52,26.0,38.98,71.5,78.64
1486840.0,296520.0,0.1126,26.5,25.84,38.88,71.26,78.31
1486840.0,300680.0,0.0968,26.48,25.7,38.79,70.97,78.05
1486840.0,304840.0,0.1382,26.48,25.6,38.71,70.63,78.01
1486840.0,309000.0,0.0941,26.5,25.58,38.68,70.22,78.37
1486840.0,313160.0,0.1173,26.57,25.67,38.71,69.72,79.28
1486840.0,317320.0,0.0949,26.68,25.85,38.81,69.11,80.79
1486840.0,321480.0,0.133,26.81,26.09,38.95,68.42,82.69
1486840.0,325640.0,0.2861,26.96,26.38,39.1,67.71,84.75
1486840.0,329800.0,0.0905,27.1,26.67,39.23,67.0,86.73
1486840.0,333960.0,0.1489,27.22,26.93,39.33,66.35,88.39
1486840.0,338120.0,0.204,27.3,27.14,39.35,65.79,89.51
1486840.0,342280.0,0.0762,27.33,27.31,39.3,65.3,90.04
1486840.0,346440.0,0.1944,27.34,27.47,39.18,64.86,90.16
1486840.0,350600.0,0.0879,27.33,27.61,39.03,64.45,90.03
1486840.0,354760.0,0.1281,27.32,27.73,38.87,64.08,89.8
1486840.0,358920.0,0.1407,27.3,27.83,38.72,63.75,89.6
1486840.0,363080.0,0.4135,27.3,27.92,38.6,63.46,89.61
1486840.0,367240.0,0.1859,27.32,27.98,38.53,63.2,89.9
1486840.0,371400.0,0.1871,27.35,28.02,38.45,62.96,90.26
1486840.0,375560.0,0.0825,27.38,28.03,38.37,62.76,90.68
1486840.0,379720.0,0.1593,27.42,28.03,38.32,62.59,91.19
1486840.0,383880.0,0.1098,27.46,28.03,38.31,62.47,91.82
1486840.0,388040.0,0.0571,27.51,28.03,38.35,62.4,92.57
1486840.0,392200.0,0.1926,27.58,28.05,38.45,62.4,93.48
1486840.0,396360.0,0.1412,27.66,28.1,38.66,62.49,94.65
1486840.0,400520.0,0.0757,27.76,28.16,38.95,62.66,96.07
1486840.0,404680.0,0.1867,27.88,28.23,39.3,62.88,97.63
1482680.0,150920.0,0.003,27.71,28.16,42.42,72.5,95.33
1482680.0,155080.0,0.0032,27.73,28.18,42.48,72.4,95.57
1482680.0,159240.0,0.0038,27.75,28.2,42.56,72.32,95.88
1482680.0,163400.0,0.0024,27.77,28.22,42.65,72.25,96.21
1482680.0,167560.0,0.0035,27.79,28.24,42.72,72.18,96.5
1482680.0,171720.0,0.0047,27.81,28.24,42.76,72.09,96.71
1482680.0,175880.0,0.0039,27.82,28.23,42.76,71.99,96.8
1482680.0,180040.0,0.0018,27.82,28.21,42.73,71.87,96.85
1482680.0,184200.0,0.0044,27.82,28.18,42.67,71.74,96.9
1482680.0,188360.0,0.0036,27.82,28.14,42.6,71.6,96.88
1482680.0,192520.0,0.0017,27.81,28.09,42.5,71.45,96.73
1482680.0,196680.0,0.0008,27.79,28.03,42.37,71.3,96.42
1482680.0,200840.0,0.0011,27.75,27.95,42.21,71.14,95.87
1482680.0,205000.0,0.0044,27.69,27.84,42.02,70.95,95.03
1482680.0,209160.0,0.0053,27.61,27.71,41.76,70.69,93.86
1482680.0,213320.0,0.0054,27.51,27.56,41.46,70.41,92.45
1482680.0,217480.0,0.003,27.4,27.41,41.15,70.14,90.92
1482680.0,221640.0,0.007,27.29,27.25,40.85,69.93,89.36
1482680.0,225800.0,0.0098,27.18,27.1,40.58,69.83,87.88
1482680.0,229960.0,0.0051,27.09,26.98,40.36,69.87,86.57
1482680.0,234120.0,0.0023,26.99,26.88,40.18,70.12,85.27
1482680.0,238280.0,0.004,26.9,26.78,40.02,70.52,83.94
1482680.0,242440.0,0.0011,26.81,26.69,39.88,71.01,82.65
1482680.0,246600.0,0.0011,26.73,26.61,39.77,71.53,81.5
1482680.0,250760.0,0.0048,26.66,26.54,39.68,72.0,80.56
1482680.0,254920.0,0.0042,26.61,26.49,39.62,72.36,79.91
1482680.0,259080.0,0.0039,26.59,26.46,39.59,72.58,79.66
1482680.0,263240.0,0.002,26.61,26.47,39.61,72.72,79.83
1482680.0,267400.0,0.0031,26.64,26.5,39.65,72.8,80.29
1482680.0,271560.0,0.1458,26.68,26.54,39.72,72.82,80.91
1482680.0,275720.0,0.1893,26.73,26.56,39.78,72.78,81.55
1482680.0,279880.0,0.421,26.77,26.57,39.82,72.7,82.08
1482680.0,284040.0,0.1488,26.79,26.54,39.82,72.58,82.37
1482680.0,288200.0,0.1432,26.79,26.45,39.77,72.41,82.36
1482680.0,292360.0,0.1153,26.77,26.32,39.69,72.18,82.17
1482680.0,296520.0,0.1253,26.75,26.17,39.6,71.91,81.91
1482680.0,300680.0,0.1196,26.74,26.04,39.5,71.59,81.69
1482680.0,304840.0,0.2103,26.74,25.93,39.42,71.24,81.64
1482680.0,309000.0,0.1194,26.75,25.9,39.38,70.84,81.87
1482680.0,313160.0,0.1299,26.8,25.94,39.38,70.4,82.51
1482680.0,317320.0,0.1127,26.87,26.07,39.44,69.9,83.58
1482680.0,321480.0,0.132,26.97,26.24,39.52,69.34,84.93
1482680.0,325640.0,0.0522,27.07,26.45,39.62,68.76,86.39
1482680.0,329800.0,0.1562,27.18,26.67,39.7,68.17,87.81
1482680.0,333960.0,0.1496,27.26,26.88,39.75,67.59,89.02
1482680.0,338120.0,0.1406,27.32,27.06,39.74,67.06,89.87
1482680.0,342280.0,0.3898,27.35,27.23,39.66,66.53,90.31
1482680.0,346440.0,0.0971,27.37,27.41,39.52,66.0,90.47
1482680.0,350600.0,0.0949,27.36,27.58,39.36,65.48,90.46
1482680.0,354760.0,0.151,27.36,27.74,39.19,64.98,90.4
1482680.0,358920.0,0.0937,27.36,27.88,39.03,64.54,90.38
1482680.0,363080.0,0.3335,27.37,27.99,38.91,64.16,90.53
1482680.0,367240.0,0.2053,27.4,28.07,38.83,63.85,90.9
1482680.0,371400.0,0.0704,27.43,28.11,38.76,63.57,91.37
1482680.0,375560.0,0.15,27.47,28.13,38.7,63.33,91.9
1482680.0,379720.0,0.1255,27.51,28.13,38.66,63.15,92.51
1482680.0,383880.0,0.1876,27.56,28.12,38.65,63.03,93.2
1482680.0,388040.0,0.1775,27.61,28.12,38.7,62.99,93.95
1482680.0,392200.0,0.1598,27.67,28.13,38.8,63.04,94.77
1482680.0,396360.0,0.3287,27.74,28.15,39.0,63.24,95.71
1482680.0,400520.0,0.3633,27.81,28.18,39.28,63.58,96.76
1482680.0,404680.0,0.1677,27.89,28.22,39.61,63.99,97.9
1478520.0,150920.0,0.002,27.71,28.13,42.5,72.56,95.32
1478520.0,155080.0,0.0022,27.73,28.15,42.56,72.39,95.63
1478520.0,159240.0,0.0021,27.76,28.18,42.63,72.23,96.03
1478520.0,163400.0,0.0025,27.79,28.2,42.71,72.07,96.45
1478520.0,167560.0,0.0017,27.82,28.23,42.78,71.92,96.85
1478520.0,171720.0,0.0022,27.84,28.24,42.83,71.79,97.18
1478520.0,175880.0,0.0031,27.86,28.24,42.85,71.67,97.38
1478520.0,180040.0,0.0027,27.87,28.23,42.85,71.58,97.54
1478520.0,184200.0,0.0035,27.88,28.22,42.84,71.51,97.69
1478520.0,188360.0,0.0027,27.89,28.2,42.81,71.44,97.78
1478520.0,192520.0,0.003,27.88,28.17,42.75,71.38,97.76
1478520.0,196680.0,0.0006,27.87,28.13,42.68,71.31,97.6
1478520.0,200840.0,0.0009,27.85,28.08,42.57,71.22,97.25
1478520.0,205000.0,0.0032,27.8,28.0,42.42,71.08,96.65
1478520.0,209160.0,0.0044,27.74,27.91,42.22,70.89,95.78
1478520.0,213320.0,0.0065,27.67,27.79,41.99,70.66,94.73
1478520.0,217480.0,0.0091,27.58,27.67,41.74,70.44,93.56
1478520.0,221640.0,0.0098,27.5,27.55,41.5,70.28,92.34
1478520.0,225800.0,0.0119,27.41,27.44,41.27,70.21,91.15
1478520.0,229960.0,0.0093,27.34,27.34,41.09,70.28,90.07
1478520.0,234120.0,0.0038,27.25,27.25,40.92,70.51,88.92
1478520.0,238280.0,0.0029,27.17,27.16,40.77,70.88,87.69
1478520.0,242440.0,0.0074,27.08,27.08,40.64,71.33,86.48
1478520.0,246600.0,0.0051,27.0,27.0,40.52,71.81,85.36
1478520.0,250760.0,0.0053,26.94,26.94,40.42,72.25,84.44
1478520.0,254920.0,0.011,26.89,26.89,40.36,72.6,83.81
1478520.0,259080.0,0.0097,26.87,26.86,40.32,72.83,83.56
1478520.0,263240.0,0.0099,26.88,26.86,40.33,73.02,83.71
1478520.0,267400.0,0.0135,26.91,26.88,40.38,73.16,84.12
1478520.0,271560.0,0.007,26.95,26.9,40.44,73.26,84.68
1478520.0,275720.0,0.009,26.99,26.92,40.49,73.29,85.26
1478520.0,279880.0,0.0888,27.03,26.92,40.53,73.27,85.74
1478520.0,284040.0,0.0686,27.05,26.88,40.52,73.17,86.0
1478520.0,288200.0,0.1361,27.05,26.8,40.48,73.0,86.03
1478520.0,292360.0,0.1327,27.04,26.68,40.41,72.75,85.93
1478520.0,296520.0,0.2398,27.03,26.54,40.32,72.44,85.78
1478520.0,300680.0,0.1426,27.02,26.41,40.24,72.1,85.64
1478520.0,304840.0,0.2001,27.02,26.31,40.16,71.73,85.58
1478520.0,309000.0,0.1593,27.03,26.26,40.1,71.35,85.7
1478520.0,313160.0,0.1395,27.05,26.27,40.07,70.98,86.06
1478520.0,317320.0,0.0782,27.09,26.33,40.08,70.59,86.66
1478520.0,321480.0,0.1207,27.15,26.43,40.11,70.17,87.42
1478520.0,325640.0,0.0928,27.21,26.56,40.15,69.74,88.25
1478520.0,329800.0,0.131,27.27,26.7,40.17,69.28,89.07
1478520.0,333960.0,0.1634,27.32,26.85,40.17,68.81,89.78
1478520.0,338120.0,0.1336,27.35,27.0,40.11,68.31,90.3
1478520.0,342280.0,0.1148,27.37,27.16,40.01,67.77,90.6
1478520.0,346440.0,0.1875,27.38,27.35,39.85,67.17,90.73
1478520.0,350600.0,0.1049,27.39,27.54,39.67,66.56,90.77
1478520.0,354760.0,0.148,27.39,27.73,39.49,65.97,90.81
1478520.0,358920.0,0.1827,27.4,27.9,39.32,65.44,90.9
1478520.0,363080.0,0.163,27.41,28.03,39.2,65.0,91.12
1478520.0,367240.0,0.1417,27.44,28.11,39.11,64.65,91.54
1478520.0,371400.0,0.1464,27.48,28.16,39.04,64.34,92.07
1478520.0,375560.0,0.1111,27.52,28.18,38.99,64.07,92.69
1478520.0,379720.0,0.1932,27.57,28.18,38.96,63.87,93.38
1478520.0,383880.0,0.1669,27.62,28.17,38.96,63.76,94.1
1478520.0,388040.0,0.0611,27.68,28.16,39.01,63.75,94.83
1478520.0,392200.0,0.1544,27.73,28.15,39.11,63.85,95.56
1478520.0,396360.0,0.4739,27.78,28.15,39.29,64.17,96.25
1478520.0,400520.0,0.1606,27.82,28.15,39.56,64.66,96.93
1474360.0,150920.0,0.0008,27.71,28.11,42.57,72.63,95.32
1474360.0,155080.0,0.0012,27.74,28.13,42.62,72.39,95.67
1474360.0,159240.0,0.0027,27.77,28.15,42.69,72.15,96.12
1474360.0,163400.0,0.0038,27.8,28.18,42.76,71.91,96.61
1474360.0,167560.0,0.0022,27.84,28.21,42.83,71.69,97.08
1474360.0,171720.0,0.0013,27.86,28.23,42.88,71.5,97.49
1474360.0,175880.0,0.0024,27.88,28.24,42.91,71.38,97.77
1474360.0,180040.0,0.0022,27.9,28.24,42.94,71.32,98.01
1474360.0,184200.0,0.003,27.92,28.24,42.96,71.3,98.23
1474360.0,188360.0,0.0039,27.93,28.24,42.96,71.31,98.39
1474360.0,192520.0,0.0029,27.94,28.23,42.95,71.33,98.48
1474360.0,196680.0,0.0019,27.93,28.21,42.92,71.34,98.44
1474360.0,200840.0,0.0025,27.92,28.17,42.86,71.31,98.26
1474360.0,205000.0,0.0017,27.89,28.13,42.76,71.23,97.88
1474360.0,209160.0,0.0044,27.85,28.06,42.62,71.08,97.32
1474360.0,213320.0,0.0023,27.8,27.99,42.45,70.91,96.62
1474360.0,217480.0,0.0037,27.75,27.9,42.26,70.74,95.81
1474360.0,221640.0,0.0056,27.68,27.82,42.08,70.62,94.94
1474360.0,225800.0,0.0079,27.62,27.73,41.9,70.57,94.07
1474360.0,229960.0,0.0134,27.56,27.66,41.75,70.64,93.22
1474360.0,234120.0,0.0075,27.49,27.59,41.61,70.86,92.25
1474360.0,238280.0,0.0091,27.41,27.51,41.47,71.19,91.17
1474360.0,242440.0,0.0111,27.34,27.44,41.33,71.59,90.06
1474360.0,246600.0,0.0059,27.26,27.38,41.22,72.01,89.03
1474360.0,250760.0,0.0072,27.2,27.32,41.12,72.41,88.17
1474360.0,254920.0,0.0114,27.16,27.27,41.05,72.74,87.59
1474360.0,259080.0,0.0081,27.14,27.24,41.02,72.98,87.36
1474360.0,263240.0,0.0058,27.15,27.24,41.03,73.21,87.48
1474360.0,267400.0,0.0095,27.18,27.25,41.07,73.42,87.83
1474360.0,271560.0,0.0079,27.21,27.26,41.12,73.58,88.32
1474360.0,275720.0,0.0069,27.25,27.27,41.17,73.69,88.84
1474360.0,279880.0,0.0079,27.28,27.26,41.2,73.72,89.26
1474360.0,284040.0,0.01,27.3,27.22,41.19,73.66,89.5
1474360.0,288200.0,0.0059,27.3,27.14,41.15,73.48,89.58
1474360.0,292360.0,0.215,27.3,27.04,41.09,73.21,89.58
1474360.0,296520.0,0.1132,27.3,26.91,41.02,72.88,89.54
1474360.0,300680.0,0.0895,27.29,26.8,40.93,72.51,89.48
1474360.0,304840.0,0.1299,27.29,26.7,40.86,72.13,89.43
1474360.0,309000.0,0.1829,27.29,26.63,40.79,71.78,89.45
1474360.0,313160.0,0.1976,27.3,26.61,40.74,71.48,89.54
1474360.0,317320.0,0.1469,27.31,26.61,40.7,71.2,89.69
1474360.0,321480.0,0.1514,27.32,26.64,40.68,70.92,89.89
1474360.0,325640.0,0.3333,27.34,26.69,40.66,70.64,90.11
1474360.0,329800.0,0.3063,27.36,26.76,40.62,70.32,90.35
1474360.0,333960.0,0.0905,27.37,26.85,40.56,69.95,90.58
1474360.0,338120.0,0.1959,27.39,26.96,40.48,69.51,90.77
1474360.0,342280.0,0.1056,27.4,27.11,40.34,68.96,90.9
1474360.0,346440.0,0.1861,27.4,27.3,40.16,68.33,90.97
1474360.0,350600.0,0.1678,27.4,27.51,39.97,67.65,91.02
1474360.0,354760.0,0.182,27.41,27.71,39.78,66.99,91.11
1474360.0,358920.0,0.1396,27.42,27.9,39.6,66.39,91.26
1474360.0,363080.0,0.1377,27.44,28.04,39.47,65.9,91.53
1474360.0,367240.0,0.1071,27.47,28.13,39.38,65.53,91.96
1474360.0,371400.0,0.1716,27.51,28.18,39.31,65.19,92.54
1474360.0,375560.0,0.1673,27.56,28.2,39.26,64.91,93.22
1474360.0,379720.0,0.1237,27.61,28.2,39.24,64.7,93.96
1474360.0,383880.0,0.1385,27.67,28.18,39.25,64.59,94.71
